name,salary,demand,job_des,location
区块链工程师,20000-25000元,深圳3-5年本科,"岗位职责：- 精通比特币原理，以太坊和其他区块链技术，开发深度应用，如身份管理，匿名交易，加密，数据安全和共识等；- 定义测试场景及测试用例，开发自动化测试，运行测试，收集性能矩阵，分析结果并识别性能瓶颈。岗位要求：- 计算机科学，应用数学或工程相关领域的本科或以上学位；- 优秀的编码技巧，精通脚本语言，尤其精通UI技巧为佳；- 熟练掌握以下各项技能： Node.JS，Go，Docker，Solidity，Kotlin；- 较强的问题解决能力，分析能力，良好的口头和书面表达能力；- 自我激励的学习者。对区块链技术有大致理解，以及强烈的上手愿望。Descriptions:- Proficient in Bitcoin and Ethereum technologies, being able to produce in-depth blockchain applications such as identity management, transactions anonymity, encryption, data security, and consensus- Define testing scenarios,?test cases, develop automated test, run tests, collect performance matrices, analyse results, and identify performance bottlenecksRequirements:- BS or higher degree in Computer Science, Applied Math, or Engineering related fields.- Excellent coding skills; well versed in scripting languages; UI skill a big plus- Solid skill in one of the following; Node.JS, Go, Docker, Solidity, Kotlin;- Go programming experience is a big plus- Strong problem-solving, analytical nature, excellent verbal and written communication skills.- Self-motivated learner; understanding of blockchain technologies in general and strong desire to learn on the job and apply the state of the art learned.—————————————分割线—————————————我们是：区块链创业团队，基于金融科技为企业提供区块链技术云服务，建立并运作融资平台及交易平台。在这里：老板亲切，氛围轻松，支持你的一切自我学习不定期参与行业活动，了解风口行业最新动态无限制的科学上网，随你驰骋每周一天英语日+间歇性英文交流，让你的口语upup即将迈入的2019年，区块链已然开启了在各个业务领域遍地开花的新纪元年轻的你，不来时代的风口搞事情吗？",深圳市 南山区 伟杰大厦
区块链开发工程师,20000-40000元,深圳经验不限本科,"工作职责 :1.	负责区块链系统的架构设计，能根据业务场景规划技术实现的架构方案。2.	负责区块链系统的分析和设计，承担业务逻辑的分析和智能合约的设计和开发。3.	负责区块链系统的技术研究，能够深入具体场景做横向技术对比和纵向技术优化，针对技术场景给出最佳实践方案。 任职资格 :1.	本科及以上学历，计算机相关专业；2.	掌握区块链相关机制与底层实现原理, 了解区块链的协议, 理解各类主流的共识算法3	熟悉区块链开源项目，例如Fabric, Bitcoin等,在业内开发社区贡献过代码者优先4.	精通GoLang或Python或Nodejs区块链系统开发语言，熟悉dockor等虚拟化平台，熟悉区块链智能合约开发。",深圳福田区福田保税区(5号门)市花路16号信息科技中心4楼（地铁益田站D出口）
区块链专家,8000-16000元,深圳1-3年本科,说在前面的话：本公司有区块链应用场景，急需有志在区块链方向发展的小伙伴，项目预计预留百分之二十币值给软件初创团队，主站6月上线。想干，敢干，能干。今年财富自由不是梦。岗位职责： 1、负责结合金融业务场景，基于区块链（Blockchain）技术架构设计与开发； 2、研究区块链的协议，运行机制和底层实现等，设计安全协议和架构。 任职要求： 1.掌握Bitcoin，Ethereum，HyperLedger Fabric的区块链相关机制与原理； 2.理解各类主流的共识算法，包括不限于PoW，PoS，DPoS，PBFT，Paxos，Raft等； 3.熟练掌握GoLang，C++等主流区块链系统开发语言，参与各个区块链开发社区并贡献源码者优先； 4.了解一些主流NoSQL数据库的原理与使用，尤其是KV型数据库，包括不限于LevelDB，RocksDB等； 5.熟悉linux操作系统，熟练掌握Docker容器技术的原理，部署和使用优化； 6.了解HTTP/2协议，理解gRPC框架，具备使用protobuf的开发实践经验。,深圳市 南山区 南山 海云路软件产业基地，5栋c座2楼IDH，3B室（honeycomb）
区块链工程师,15000-25000元,北京3-5年本科,岗位描述：1、参与公司区块链技术的研究，承担区块链代码的开发；2、参与拟定区块链技术与现有技术结合的方案；3、参与公司区块链技术与其他行业的衔接，需求整理、书写方案；4、可独立完成相关工作。岗位要求：1、熟练使用golang/C++/JAVA语言，有区块链开发项目经验优先；2、逻辑能力强、思维活跃，接受新事物能力强；3、性格开朗乐观，责任心强，积极主动，善于沟通，具有团队精神；4、具有较强的学习沟通和口头表达能力；?5、对技术有热情，良好的团队协作精神和执行力，思维活跃，接受新事物能力强。,北京市 海淀区 天创科技大厦
区块链架构师,20000-35000元,厦门5-10年大专,对区块链有较深的了解，担任过架构师并对区块链技术应用有较深的理解与经验。,厦门思明区会展南路7-109之五号写字楼4层醉品集团
区块链研发工程师,25000-35000元,北京1-3年本科,1. 调研基于区块链的存储，分布式架构。2. 开发基于区块链架构的去中心化应用，包括聊天，信息流等。3. 有较扎实的分布式开发经验，熟悉btc架构，以太坊架构 并有相关开发经验的更好。我们做严肃的区块链应用开发，详细业务场景感兴趣可以进一步交流。,北京朝阳区冠捷大厦(太阳宫中路)
架构师（区块链）,15000-30000元,广州经验不限学历不限,负责公司区块链产品的研发；公链，数字货交易所，应用，DAPP，区块链底层；区块链是代表未来的技术，观迎极客参与其中，改变世界。职位必须技能1、技术视野宽阔，最好是通才; 2、虽是单一系统，但所用技术栈实在比较多，能够适应；3、较强的管理能力，能够带领团队进行高效开发。     ***特别注意：本职位的管理能力不是指项目经理式的管理，         而且更偏向参与式的开发进度管理、架构设计、技术攻关。任职详情1、至少精通这些开发语言中的两门；     c++、java、Objective-c、Android、Golang、PHP、Python、Qt；2、熟悉java spring cloud微服务架构；3、具有技术攻关能力及核心代码开发的能力；4、具有对代码进行Review的能力，并进行安全性审核；5、架构设计能力涉及的技术方向：     高并发、直播、短视频、视频或语音通讯     SIP协议、XMPP协议、MQTT协议     算法类、密码学、区块链优先1、具有算法设计的能力者优先2、具有密码学经验者优先3、具有区块链知道者优先微.信: xiaoma-hr,广州市  广东省广州市天河区体育西路建和中心21楼
区块链工程师实习,8000-13000元,西安经验不限硕士,为想转型区块链行业的开发者提供公司培训。辅助公司开发DApp，对接已有的DApp上线各条公链。公链集成，以太坊，Eos，Tron，IOST等主流公链DApp开发实习。测试调通不同公链之间的接入，网页前端，中间件开发。有实际开发经验，学习能力强的开发人员优先考虑。,西安未央区尚新路与明光路交叉口西部网货城
区块链工程师实习,6000-8000元,西安经验不限本科,为想转型区块链行业的开发者提供公司培训。辅助公司开发DApp，对接已有的DApp上线各条公链。公链集成，以太坊，Eos，Tron，IOST等主流公链DApp开发实习。测试调通不同公链之间的接入，网页前端，中间件开发。有实际开发经验，学习能力强的开发人员优先考虑。,西安未央区尚新路与明光路交叉口西部网货城
区块链开发工程师,15000-30000元,北京3-5年本科,-百度云区块链平台业务系统的设计和开发 -企业级协议层性能、安全等方向特性的设计和优化 -特定行业方向的基础智能合约库开发和Dapp应用设计 -主流区块链开源社区交流贡献 岗位要求： -精通Golang、Nodejs、Python、Java中至少一种，熟悉solidity、webassembly为加分项 -精通Hyperledger fabric、Ethereum、Bitcoin中至少一种，有区块链商用项目的实际开发经验优先 -熟悉共识算法或一致性算法，如PoW、PBFT、PoS、DPos、Raft等-有,北京海淀区西北旺百度科技园
区块链开发工程师,15000-30000元,上海3-5年本科,-百度云区块链平台业务系统的设计和开发 -企业级协议层性能、安全等方向特性的设计和优化 -特定行业方向的基础智能合约库开发和Dapp应用设计 -主流区块链开源社区交流贡献 岗位要求：  -精通Golang、Nodejs、Python、Java中至少一种，熟悉solidity、webassembly为加分项 -精通Hyperledger fabric、Ethereum、Bitcoin中至少一种，有区块链商用项目的实际开发经验优先 -熟悉共识算法或一致性算法，如PoW、PBFT、PoS、DPos、Raft等-,上海市 浦东新区 浦东新区
区块链研发（实习）,2000-4000元,上海应届生本科,"工作内容1、参与Webank区块链相关研究；2、负责安全业务系统后台开发；3、负责海量服务业务系统建设。职位要求1、计算机软件相关专业本科及以上学历；2、热爱金融，互联网，热爱编程，基础扎实，理解算法和数据结构相关知识，系统分析能力；3、追求完美，对于创新及解决具有挑战性的问题充满激情；4、有责任心、有耐心，具有突出的学习能力，分析能力以及卓越的团队合作能力优先；5、linux C++/java后台开发经验，熟悉相关脚本编程开发，网络编程、数据结构和算法，熟悉tcp/ip，Http,ftp等网络协议；6、了解加解密算法和身份认证方法,包括且不限于对称非对称加解密，多重加解密，数字签名，CA认证机制等；7、了解安全攻防对抗手段，有实际的渗透测试和安全防护经验，能设计通信安全，数据安全，应用安全方案。PS：表现优秀提供转正机会",上海浦东新区陆家嘴世纪金融广场3号楼3楼
